t,frame_index,timestamp,current_left_x,current_left_y,current_left_z,current_left_qx,current_left_qy,current_left_qz,current_left_qw,current_left_gripper,current_right_x,current_right_y,current_right_z,current_right_qx,current_right_qy,current_right_qz,current_right_qw,current_right_gripper,next_left_x,next_left_y,next_left_z,next_left_qx,next_left_qy,next_left_qz,next_left_qw,next_left_gripper,next_right_x,next_right_y,next_right_z,next_right_qx,next_right_qy,next_right_qz,next_right_qw,next_right_gripper
0,0,0.0,0.3786899447441101,-0.5241014957427979,1.7120726108551025,0.671718180179596,-0.8351185321807861,-0.3028189539909363,-1.139187216758728,-0.7429717183113098,0.42114269733428955,-1.2790133953094482,2.063563346862793,0.7475644946098328,0.91372150182724,0.16558365523815155,-0.8186526298522949,-0.3643641173839569,0.3772280216217041,-0.5254916548728943,1.7076934576034546,0.6699508428573608,-0.8302559852600098,-0.30673450231552124,-1.1300526857376099,-0.7416601181030273,0.42001715302467346,-1.3097542524337769,2.0345563888549805,0.6981913447380066,0.775341808795929,0.07428126782178879,0.04560081660747528,-0.3358646035194397
1,6,0.20000000298023224,0.3772280216217041,-0.5254916548728943,1.7076934576034546,0.6699508428573608,-0.8302559852600098,-0.30673450231552124,-1.1300526857376099,-0.7416601181030273,0.42001715302467346,-1.3097542524337769,2.0345563888549805,0.6981913447380066,0.775341808795929,0.07428126782178879,0.04560081660747528,-0.3358646035194397,0.3744634687900543,-0.5256451368331909,1.694291114807129,0.6682837605476379,-0.8194672465324402,-0.3065975606441498,-1.1068233251571655,-0.7407857179641724,0.4729062616825104,-1.2386778593063354,1.9564977884292603,0.5123246312141418,0.5850324034690857,-0.0680135190486908,1.177354335784912,-0.34609517455101013
2,12,0.4000000059604645,0.3744634687900543,-0.5256451368331909,1.694291114807129,0.6682837605476379,-0.8194672465324402,-0.3065975606441498,-1.1068233251571655,-0.7407857179641724,0.4729062616825104,-1.2386778593063354,1.9564977884292603,0.5123246312141418,0.5850324034690857,-0.0680135190486908,1.177354335784912,-0.34609517455101013,0.37165072560310364,-0.5249361395835876,1.684004306793213,0.6673062443733215,-0.8185319304466248,-0.30937615036964417,-1.1033722162246704,-0.7425345182418823,0.6724299192428589,-0.9545735716819763,1.467147707939148,0.4025261402130127,0.6306561827659607,-0.17090359330177307,1.6007659435272217,-0.34974896907806396
3,18,0.6000000238418579,0.37165072560310364,-0.5249361395835876,1.684004306793213,0.6673062443733215,-0.8185319304466248,-0.30937615036964417,-1.1033722162246704,-0.7425345182418823,0.6724299192428589,-0.9545735716819763,1.467147707939148,0.4025261402130127,0.6306561827659607,-0.17090359330177307,1.6007659435272217,-0.34974896907806396,0.3664720952510834,-0.5266538858413696,1.6513118743896484,0.665849506855011,-0.8195011615753174,-0.31552237272262573,-1.1074109077453613,-0.7425345182418823,0.9829315543174744,-0.7114648818969727,1.014689326286316,0.346049040555954,0.6868496537208557,-0.1621410995721817,1.7384580373764038,-0.35047972202301025
4,24,0.800000011920929,0.3664720952510834,-0.5266538858413696,1.6513118743896484,0.665849506855011,-0.8195011615753174,-0.31552237272262573,-1.1074109077453613,-0.7425345182418823,0.9829315543174744,-0.7114648818969727,1.014689326286316,0.346049040555954,0.6868496537208557,-0.1621410995721817,1.7384580373764038,-0.35047972202301025,0.36383992433547974,-0.5265542268753052,1.613193392753601,0.6663082838058472,-0.8231157660484314,-0.31571418046951294,-1.1136093139648438,-0.7429717183113098,1.1260569095611572,-0.6722890734672546,0.8542795181274414,0.33822742104530334,0.7155531048774719,-0.2022344470024109,1.7777594327926636,-0.3490182161331177
5,30,1.0,0.36383992433547974,-0.5265542268753052,1.613193392753601,0.6663082838058472,-0.8231157660484314,-0.31571418046951294,-1.1136093139648438,-0.7429717183113098,1.1260569095611572,-0.6722890734672546,0.8542795181274414,0.33822742104530334,0.7155531048774719,-0.2022344470024109,1.7777594327926636,-0.3490182161331177,0.3617677688598633,-0.5325528383255005,1.580928921699524,0.6664254069328308,-0.8227925896644592,-0.3152497708797455,-1.113863229751587,-0.7429717183113098,1.2306658029556274,-0.6635259985923767,0.6333863139152527,0.35244449973106384,0.7781398892402649,-0.2521006166934967,1.7522491216659546,-0.3548642694950104
6,36,1.2000000476837158,0.3617677688598633,-0.5325528383255005,1.580928921699524,0.6664254069328308,-0.8227925896644592,-0.3152497708797455,-1.113863229751587,-0.7429717183113098,1.2306658029556274,-0.6635259985923767,0.6333863139152527,0.35244449973106384,0.7781398892402649,-0.2521006166934967,1.7522491216659546,-0.3548642694950104,0.3632286787033081,-0.5367982387542725,1.5697910785675049,0.6657312512397766,-0.821689248085022,-0.31736302375793457,-1.1130691766738892,-0.7412229180335999,1.3364500999450684,-0.6138026714324951,0.48535579442977905,0.3478867709636688,0.8122732043266296,-0.26872682571411133,1.7627607583999634,-0.34609517455101013
7,42,1.399999976158142,0.3632286787033081,-0.5367982387542725,1.5697910785675049,0.6657312512397766,-0.821689248085022,-0.31736302375793457,-1.1130691766738892,-0.7412229180335999,1.3364500999450684,-0.6138026714324951,0.48535579442977905,0.3478867709636688,0.8122732043266296,-0.26872682571411133,1.7627607583999634,-0.34609517455101013,0.3647281527519226,-0.5371249318122864,1.5679556131362915,0.6654291152954102,-0.8206152319908142,-0.31765320897102356,-1.1095889806747437,-0.7412229180335999,1.3477530479431152,-0.5763598084449768,0.28742048144340515,0.29575681686401367,0.6244147419929504,-0.16282716393470764,1.8805149793624878,-0.3526719808578491
8,48,1.600000023841858,0.3647281527519226,-0.5371249318122864,1.5679556131362915,0.6654291152954102,-0.8206152319908142,-0.31765320897102356,-1.1095889806747437,-0.7412229180335999,1.3477530479431152,-0.5763598084449768,0.28742048144340515,0.29575681686401367,0.6244147419929504,-0.16282716393470764,1.8805149793624878,-0.3526719808578491,0.3648843765258789,-0.5374919772148132,1.5676437616348267,0.6654469966888428,-0.8205966353416443,-0.3173728883266449,-1.108216643333435,-0.7416601181030273,1.2977875471115112,-0.5438660383224487,0.03317093104124069,0.2534976899623871,0.4925791323184967,-0.1446266621351242,1.987518310546875,-0.3526719808578491
9,54,1.7999999523162842,0.3648843765258789,-0.5374919772148132,1.5676437616348267,0.6654469966888428,-0.8205966353416443,-0.3173728883266449,-1.108216643333435,-0.7416601181030273,1.2977875471115112,-0.5438660383224487,0.03317093104124069,0.2534976899623871,0.4925791323184967,-0.1446266621351242,1.987518310546875,-0.3526719808578491,0.3648042380809784,-0.5374987125396729,1.5675485134124756,0.6653302907943726,-0.8212335109710693,-0.3178780972957611,-1.107740044593811,-0.7416601181030273,1.2221307754516602,-0.5449725985527039,-0.032999809831380844,0.23643863201141357,0.46109721064567566,-0.14630389213562012,2.030120611190796,-0.3650948703289032
10,60,2.0,0.3648042380809784,-0.5374987125396729,1.5675485134124756,0.6653302907943726,-0.8212335109710693,-0.3178780972957611,-1.107740044593811,-0.7416601181030273,1.2221307754516602,-0.5449725985527039,-0.032999809831380844,0.23643863201141357,0.46109721064567566,-0.14630389213562012,2.030120611190796,-0.3650948703289032,0.36443039774894714,-0.5377181768417358,1.5669633150100708,0.6652313470840454,-0.8204501271247864,-0.317697137594223,-1.1055232286453247,-0.7412229180335999,1.2632395029067993,-0.546318769454956,-0.05460038781166077,0.2151879370212555,0.394755482673645,-0.08540274947881699,2.0402355194091797,-0.3775177299976349
11,66,2.200000047683716,0.36443039774894714,-0.5377181768417358,1.5669633150100708,0.6652313470840454,-0.8204501271247864,-0.317697137594223,-1.1055232286453247,-0.7412229180335999,1.2632395029067993,-0.546318769454956,-0.05460038781166077,0.2151879370212555,0.394755482673645,-0.08540274947881699,2.0402355194091797,-0.3775177299976349,0.36447909474372864,-0.5380295515060425,1.5664362907409668,0.6652774214744568,-0.8206468820571899,-0.3174683153629303,-1.104804515838623,-0.7407857179641724,1.341398000717163,-0.5494329333305359,-0.1691734343767166,0.1498570442199707,0.141826793551445,0.07194676250219345,2.04291033744812,-0.3767869472503662
12,72,2.4000000953674316,0.36447909474372864,-0.5380295515060425,1.5664362907409668,0.6652774214744568,-0.8206468820571899,-0.3174683153629303,-1.104804515838623,-0.7407857179641724,1.341398000717163,-0.5494329333305359,-0.1691734343767166,0.1498570442199707,0.141826793551445,0.07194676250219345,2.04291033744812,-0.3767869472503662,0.3640555143356323,-0.5383113622665405,1.5662373304367065,0.664559543132782,-0.8227601647377014,-0.32091957330703735,-1.107011318206787,-0.7412229180335999,1.3381643295288086,-0.5458346605300903,-0.43229812383651733,0.09050370007753372,-0.26473328471183777,0.31703752279281616,1.795846700668335,-0.38701751828193665
13,78,2.5999999046325684,0.3640555143356323,-0.5383113622665405,1.5662373304367065,0.664559543132782,-0.8227601647377014,-0.32091957330703735,-1.107011318206787,-0.7412229180335999,1.3381643295288086,-0.5458346605300903,-0.43229812383651733,0.09050370007753372,-0.26473328471183777,0.31703752279281616,1.795846700668335,-0.38701751828193665,0.3648163974285126,-0.5384823679924011,1.5658259391784668,0.6645325422286987,-0.8227574229240417,-0.32094088196754456,-1.1065226793289185,-0.7399113178253174,1.1295733451843262,-0.5836884379386902,-0.5875676870346069,0.006948568392544985,-0.5927928686141968,0.54278963804245,1.4628883600234985,-0.3965173661708832
14,84,2.799999952316284,0.3648163974285126,-0.5384823679924011,1.5658259391784668,0.6645325422286987,-0.8227574229240417,-0.32094088196754456,-1.1065226793289185,-0.7399113178253174,1.1295733451843262,-0.5836884379386902,-0.5875676870346069,0.006948568392544985,-0.5927928686141968,0.54278963804245,1.4628883600234985,-0.3965173661708832,0.36502134799957275,-0.5384719967842102,1.5653984546661377,0.6644664406776428,-0.8209490180015564,-0.32004156708717346,-1.1020758152008057,-0.7403485178947449,1.029952049255371,-0.633076012134552,-0.6766924858093262,-0.06154165416955948,-0.7892304062843323,0.7107363343238831,1.134514331817627,-0.39359432458877563
15,90,3.0,0.36502134799957275,-0.5384719967842102,1.5653984546661377,0.6644664406776428,-0.8209490180015564,-0.32004156708717346,-1.1020758152008057,-0.7403485178947449,1.029952049255371,-0.633076012134552,-0.6766924858093262,-0.06154165416955948,-0.7892304062843323,0.7107363343238831,1.134514331817627,-0.39359432458877563,0.36510199308395386,-0.5383813977241516,1.5651957988739014,0.6643602252006531,-0.8183728456497192,-0.31880122423171997,-1.0958147048950195,-0.7364137768745422,1.1143646240234375,-0.728021502494812,-0.7102652788162231,-0.13977991044521332,-0.9875963926315308,0.8530325293540955,0.7523518204689026,-0.39359432458877563
16,96,3.200000047683716,0.36510199308395386,-0.5383813977241516,1.5651957988739014,0.6643602252006531,-0.8183728456497192,-0.31880122423171997,-1.0958147048950195,-0.7364137768745422,1.1143646240234375,-0.728021502494812,-0.7102652788162231,-0.13977991044521332,-0.9875963926315308,0.8530325293540955,0.7523518204689026,-0.39359432458877563,0.36510199308395386,-0.5383813977241516,1.5651957988739014,0.6643602252006531,-0.8183728456497192,-0.31880122423171997,-1.0958147048950195,-0.7364137768745422,1.1143646240234375,-0.728021502494812,-0.7102652788162231,-0.13977991044521332,-0.9875963926315308,0.8530325293540955,0.7523518204689026,-0.39359432458877563
