t,frame_index,timestamp,current_left_x,current_left_y,current_left_z,current_left_qx,current_left_qy,current_left_qz,current_left_qw,current_left_gripper,current_right_x,current_right_y,current_right_z,current_right_qx,current_right_qy,current_right_qz,current_right_qw,current_right_gripper,next_left_x,next_left_y,next_left_z,next_left_qx,next_left_qy,next_left_qz,next_left_qw,next_left_gripper,next_right_x,next_right_y,next_right_z,next_right_qx,next_right_qy,next_right_qz,next_right_qw,next_right_gripper
0,0,0.0,-0.065684013068676,-0.06997638195753098,-0.11745705455541611,0.9017574191093445,0.10471536964178085,-0.4109952449798584,0.08337339758872986,-0.31166043877601624,0.1004532128572464,-0.045085158199071884,-0.12572182714939117,0.9130162000656128,0.1666923612356186,0.3448111116886139,0.14042916893959045,0.01698778010904789,-0.06570548564195633,-0.06999946385622025,-0.11751804500818253,0.9010207653045654,0.10587263107299805,-0.4119759500026703,0.08502012491226196,-0.31117039918899536,0.10042892396450043,-0.045549724251031876,-0.12605524063110352,0.8902497887611389,0.12462208420038223,0.30926012992858887,0.3102947771549225,0.023358197882771492
1,6,0.20000000298023224,-0.06570548564195633,-0.06999946385622025,-0.11751804500818253,0.9010207653045654,0.10587263107299805,-0.4119759500026703,0.08502012491226196,-0.31117039918899536,0.10042892396450043,-0.045549724251031876,-0.12605524063110352,0.8902497887611389,0.12462208420038223,0.30926012992858887,0.3102947771549225,0.023358197882771492,-0.06574609130620956,-0.0700020119547844,-0.11770470440387726,0.9003258943557739,0.10844024270772934,-0.41194164752960205,0.08920784294605255,-0.31084370613098145,0.10157027840614319,-0.04447559267282486,-0.12695246934890747,0.804544985294342,0.06676413863897324,0.2538539171218872,0.5327364802360535,0.021071380004286766
2,12,0.4000000059604645,-0.06574609130620956,-0.0700020119547844,-0.11770470440387726,0.9003258943557739,0.10844024270772934,-0.41194164752960205,0.08920784294605255,-0.31084370613098145,0.10157027840614319,-0.04447559267282486,-0.12695246934890747,0.804544985294342,0.06676413863897324,0.2538539171218872,0.5327364802360535,0.021071380004286766,-0.0657874047756195,-0.06999024003744125,-0.1178479716181755,0.8999184370040894,0.10866285115480423,-0.4126375913619995,0.08982997387647629,-0.3114970922470093,0.10587602853775024,-0.04018211364746094,-0.13257719576358795,0.7539159059524536,0.080634705722332,0.21379096806049347,0.6159563660621643,0.02025466039776802
3,18,0.6000000238418579,-0.0657874047756195,-0.06999024003744125,-0.1178479716181755,0.8999184370040894,0.10866285115480423,-0.4126375913619995,0.08982997387647629,-0.3114970922470093,0.10587602853775024,-0.04018211364746094,-0.13257719576358795,0.7539159059524536,0.080634705722332,0.21379096806049347,0.6159563660621643,0.02025466039776802,-0.0658634677529335,-0.07001876085996628,-0.11830329149961472,0.8993112444877625,0.10843218117952347,-0.4141770005226135,0.08910191059112549,-0.3114970922470093,0.11257670074701309,-0.03650817275047302,-0.1377778798341751,0.7278738021850586,0.09771865606307983,0.21720287203788757,0.6430191993713379,0.02009131759405136
4,24,0.800000011920929,-0.0658634677529335,-0.07001876085996628,-0.11830329149961472,0.8993112444877625,0.10843218117952347,-0.4141770005226135,0.08910191059112549,-0.3114970922470093,0.11257670074701309,-0.03650817275047302,-0.1377778798341751,0.7278738021850586,0.09771865606307983,0.21720287203788757,0.6430191993713379,0.02009131759405136,-0.06590212881565094,-0.07001710683107376,-0.11883418262004852,0.8995024561882019,0.10757192969322205,-0.4142250418663025,0.08798448741436005,-0.31166043877601624,0.11566536873579025,-0.03591613471508026,-0.13962167501449585,0.7242671847343445,0.10644509643316269,0.20159147679805756,0.6507437229156494,0.02041800506412983
5,30,1.0,-0.06590212881565094,-0.07001710683107376,-0.11883418262004852,0.8995024561882019,0.10757192969322205,-0.4142250418663025,0.08798448741436005,-0.31166043877601624,0.11566536873579025,-0.03591613471508026,-0.13962167501449585,0.7242671847343445,0.10644509643316269,0.20159147679805756,0.6507437229156494,0.02041800506412983,-0.06593256443738937,-0.07011670619249344,-0.11928354203701019,0.899551272392273,0.10764885693788528,-0.4141087234020233,0.08793871104717255,-0.31166043877601624,0.117922842502594,-0.03578370437026024,-0.14216068387031555,0.7308228015899658,0.1254727691411972,0.18217477202415466,0.6457297801971436,0.019111253321170807
6,36,1.2000000476837158,-0.06593256443738937,-0.07011670619249344,-0.11928354203701019,0.899551272392273,0.10764885693788528,-0.4141087234020233,0.08793871104717255,-0.31166043877601624,0.117922842502594,-0.03578370437026024,-0.14216068387031555,0.7308228015899658,0.1254727691411972,0.18217477202415466,0.6457297801971436,0.019111253321170807,-0.06591110676527023,-0.07018719613552094,-0.11943866312503815,0.8992619514465332,0.10791144520044327,-0.4146380126476288,0.08808185905218124,-0.3110070526599884,0.12020568549633026,-0.03503226861357689,-0.14386218786239624,0.7287212014198303,0.1358499974012375,0.17570091784000397,0.6477957963943481,0.021071380004286766
7,42,1.399999976158142,-0.06591110676527023,-0.07018719613552094,-0.11943866312503815,0.8992619514465332,0.10791144520044327,-0.4146380126476288,0.08808185905218124,-0.3110070526599884,0.12020568549633026,-0.03503226861357689,-0.14386218786239624,0.7287212014198303,0.1358499974012375,0.17570091784000397,0.6477957963943481,0.021071380004286766,-0.06588908284902573,-0.0701926201581955,-0.11946422606706619,0.8991360068321228,0.10816703736782074,-0.4147107005119324,0.0887092724442482,-0.3110070526599884,0.12044960260391235,-0.034466419368982315,-0.1461373120546341,0.7046836018562317,0.07873716950416565,0.21693573892116547,0.6709399223327637,0.019601285457611084
8,48,1.600000023841858,-0.06588908284902573,-0.0701926201581955,-0.11946422606706619,0.8991360068321228,0.10816703736782074,-0.4147107005119324,0.0887092724442482,-0.3110070526599884,0.12044960260391235,-0.034466419368982315,-0.1461373120546341,0.7046836018562317,0.07873716950416565,0.21693573892116547,0.6709399223327637,0.019601285457611084,-0.06588678807020187,-0.07019871473312378,-0.1194685697555542,0.8991434574127197,0.10817147046327591,-0.41464048624038696,0.08895664662122726,-0.31117039918899536,0.11937133967876434,-0.03397536277770996,-0.1490597277879715,0.6851975321769714,0.03865645080804825,0.22402258217334747,0.6919710040092468,0.019601285457611084
9,54,1.7999999523162842,-0.06588678807020187,-0.07019871473312378,-0.1194685697555542,0.8991434574127197,0.10817147046327591,-0.41464048624038696,0.08895664662122726,-0.31117039918899536,0.11937133967876434,-0.03397536277770996,-0.1490597277879715,0.6851975321769714,0.03865645080804825,0.22402258217334747,0.6919710040092468,0.019601285457611084,-0.06588796526193619,-0.07019882649183273,-0.11946989595890045,0.899094820022583,0.1080198809504509,-0.4147670269012451,0.08904256671667099,-0.31117039918899536,0.11773865669965744,-0.033992085605859756,-0.14982031285762787,0.6773314476013184,0.029085306450724602,0.2233695089817047,0.7003443241119385,0.01682443544268608
